name,price,disc_price,brand,product_details,ratings,num_ratings
Cellmazing Centellareal Mask Pack (1 Sheet),S$1.60,NaN,TORRIDEN,"Do you believe in beauty miracles? If you didn't before, you just might with Torriden's Cellmazing Centelareal Mask Pack! This handy pack contains a sheet mask soaked in an essence made with Centella Asiatica, Chinese lantern plant and calendula extracts to soothe redness while keeping the skin nice and hydrated too. It also helps to brighten and lighten dark spots for a radiant complexion, making it a great all-rounder addition to your beauty routine. We're ready for clear, healthy skin, are you?",4.54 stars,61 reviews
Bija Trouble Lotion (100ml),S$17.10,NaN,INNISFREE,"Troubled skin needs delicate care, and just because your face is breaking out doesn't mean you don't need to moisturize. The Bija Trouble Lotion is a facial moisturizer that works well for those with acnes as it has been tested to be non-comedogenic. It contains Jeju Bija oil, which works effectively to care for troubled skin and protect it from aging. Those with oily skin take note: this refreshing lotion moisturizes your skin without leaving behind any oily residue, resulting in skin that is healthier, clearer and brighter! Pair this with the Bija Trouble Skin for best results.",4.66 stars,102 reviews
Green Tea Seed Cream (50ml),S$27.40,NaN,INNISFREE,"Green tea does more than give you a midday pick-me-up after a heavy lunch, it's fantastic for your skin too! Innisfree's harnessed the goodness of green tea seeds from Jeju island to provide the skin with moisturization and protection from external factors. This luxurious cream contains fresh green tea that's rice in amino acids to hydrate the skin from within. It also helps to prevent moisture loss without feeling sticky to keep your skin feeling soft and supple all day.",4.67 stars,234 reviews
Starting Treatment Eye Cream Rose Edition (30g),S$15.10,NaN,SECRET KEY,NaN,4.80 stars,5 reviews
Power 10 Formula GF Effector Super Size (60ml),S$20.30,NaN,IT'S SKIN,"Your favorite serum is back in an even bigger size! Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that enrich and targets according to your skin's needs. This GF Effector is enriched with a biopolymer solution that hydrates and nourishes the skin from within. Infused with licorice extracts, this concentrate brightens while evening out redness caused by sun damage or irritations. Great for those with dry skins, this product gives rich moisturization and soothes irritations caused by dryness.",4.71 stars,59 reviews
No-Sebum Toner (200ml),S$18,NaN,INNISFREE,"Feeling like an oil-slick by midday? Give your skincare regime a fresh boost with Innisfree's No Sebum range! The toner whisks away impurities, dirt and leftover residue with a pH-balancing formula for skin that's clean and healthy. It also contains salicylic acid and mint extracts to refresh and heal troubled spots, so you can feel great and look it too!",4.69 stars,125 reviews
Nourishing Multi Oil Serum (45g),S$11.30,NaN,PRRETI:,NaN,4.69 stars,74 reviews
Galactomyces Pure Vitamin C Glow Toner (200ml),S$27.80,NaN,SOME BY MI,"Two is better than one with Some By Mi's Galactomyces Pure Vitamin C Glow Toner! This nourishing toner contains galactomyces ferment to firm up and reduce fine lines, as well as vitamin C to brighten dullness and dark spots. It also has a moisturizing mix of plant based ingredients that adds a radiant glow to the complexion, leaving it bright and bouncy to the touch!",4.59 stars,17 reviews
Coco-Me-Up Lifting Coconut Mask (10 Sheets),S$10,S$9,A'BLOOM,"Take a fresh, juicy bite out of beauty with A'bloom's Mask! The Coco-Me-Up version is rich in firming and lifting properties to give you a smooth, plump complexion. Infused with coconut and tremella mushroom extracts, this mask is soaked in an essence full of collagen and vitamin E to firm, smoothen and lift sagginess, leaving you with a youthful glow!",4.88 stars,8 reviews
Propolis Barrier Ampoule (100ml),S$80,S$18.40,MAXCLINIC,NaN,4.85 stars,33 reviews
Water Bank Moisture Essence (70ml),S$65.20,S$50.10,LANEIGE,"Achieve long-lasting suppleness with LANEIGE Water Bank Moisture Essence which helps to increase the moisture level of the skin! Thanks to the green mineral water extracted from vegetables, your skin will appear clear and moisturized upon application. Add this product to your skincare routine to achieve the glass skin effect!",4.89 stars,38 reviews
Goblin Blackhead 3 Step Nose Pack (1ea),S$1.30,NaN,A'PIEU,"Let the goblins work their magic on your blackheads with this 3-step nose pack! This kit is formulated with BHA, blackjack and witch hazel extracts to open up the pores, pull out those blackheads, then minimizing them for a smooth, clean nose area. Say goodbye to oily, unsightly noses because you'll be left with skin that's fresh, smooth and happy!",4.86 stars,7 reviews
Super Volcanic Peel Off Mask 2X (100ml),S$13.90,NaN,INNISFREE,NaN,4.43 stars,30 reviews
Forest Garden Chamomile Cleansing Oil (200ml),S$17.90,NaN,NATURE REPUBLIC,"While chamomile tea has been known to calm our senses (and taste buds too), it also does a good job at soothing our skin! Nature Republic's Forest Garden Chamomile Cleansing Oil is a convenient all-in-one cleanser that removes heavy makeup as well as dirt and other impurities, leaving your skin clean as a whistle. Infused with jojoba extract, this cleanser doesn't strip your skin of its natural moisture, instead it keeps is moisturised so you're left with a fresh, supple complexion!",4.57 stars,175 reviews
Power 10 Formula VB Effector (30ml),S$12.50,NaN,IT'S SKIN,"Just like an espresso shot in the morning, It's Skin's Power 10 Formulas gives your skin a little boost according to your skin's needs. This VB Effector is enriched with vitamin B6 to brighten dull complexion. This concentrate is infused with arborvitae and schisandra Chinensis extracts, making it loaded with anti-aging and hydrating properties for the skin. Made with an oil-free formulation, this lightweight product balances out the skin's moisture levels by controlling oil and sebum production, and is easily absorbed into the skin without leaving behind any sticky residue.",4.63 stars,182 reviews
Rice Water Bright Rice Bran Cleansing Foam (150ml),S$12,NaN,THE FACE SHOP,"You don't need to be gluten-free to embrace rice into your life! Try out The Face Shop's Rice Water Bright Cleansing Foam and you'll be hooked! This product is infused with rice water and Moringa flower oil, which moisturizes, detoxifies and brightens the complexion. Due to its lush creamy texture, this cleansing foam actually helps to keep the skin hydrated by minimizing the moisture lost from cleansing.",4.25 stars,24 reviews
Perfect Lip & Eye Makeup Remover (155ml),S$7,S$5.90,MISSHA,NaN,4.85 stars,13 reviews
Power 10 Formula LI Effector (30ml),S$12.50,NaN,IT'S SKIN,"Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that improve and target problems according to your skin's needs. This LI Effector is a serum enriched with licorice root extract to soothe the skin and protect it from harmful externalities while evening out the skin tone. Infused with PGA from fermented soybeans, this concentrate is packed with brightening and moisturizing properties to make your skin radiant and supple.",4.38 stars,93 reviews
Moistfull Collagen Emulsion (180ml),S$20.80,NaN,ETUDE HOUSE,"Etude House's Moistfull Collagen Emulsion is like a tall glass of water for your skin, but better! Infused with 14% super collagen and 6% baobab water, this emulsion is made with an ""aqua stream complex"" comprising of small particles that penetrate deep into the layers of the skin, hydrating and plumping up the skin from within and keeping it moisturized for a longer amount of time. We love how it leaves the skin feeling bouncy and moisturized sans any sticky residue, giving us a soft and supple complexion.",4.70 stars,172 reviews
Moistfull Collagen Facial Toner (200ml),S$21.10,NaN,ETUDE HOUSE,"Every woman desires skin that is youthful and vibrant, and one way to achieve this is to incorporate collagen into your facial care. The Moistfull Collagen Facial Toner is a mild facial toner that removes makeup residues and other impurities while supplying a good dose of collagen and moisture for a healthy, glowing complexion. The toner is infused with the mucus extract of baobab tree to nourish and moisturize your skin.",4.88 stars,124 reviews
Power 10 Formula Q10 Effector (30ml),S$12.50,NaN,IT'S SKIN,"Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that improve and target problems according to your skin's needs. This Q10 Effector is enriched with Coenzyme-Q10 that's found naturally in the skin to restore vitality and resilience to the skin. This lightweight, fast-absorbing concentrate applies on without leaving behind any sticky residue while instantly hydrating the skin. With anti-aging properties, this product promotes regeneration of skin cells so that you have a supple, radiant complexion.",4.58 stars,152 reviews
Coco-Me-Up Lifting Coconut Mask (1 Sheet),S$1,NaN,A'BLOOM,"Take a fresh, juicy bite out of beauty with A'bloom's Mask! The Coco-Me-Up version is rich in firming and lifting properties to give you a smooth, plump complexion. Infused with coconut and tremella mushroom extracts, this mask is soaked in an essence full of collagen and vitamin E to firm, smoothen and lift sagginess, leaving you with a youthful glow!",5.00 stars,16 reviews
Moisture Ampoule (100ml),S$34.40,NaN,PYUNKANG YUL,NaN,4.43 stars,28 reviews
Mist Toner (100ml),S$14.90,NaN,PYUNKANG YUL,"Immediately quench thirsty, sensitive skin with Pyunkang Yul's Mist Toner! This cooling, hydrating mist instantly soothes sensitive, parched skin and transforms it into a glowing, supple complexion. A combination of barberry root extract, hyaluronic acid and glycerin creates a protective moisture barrier on the skin, preventing dehydration. Use it on its own, or mist over makeup to give your look a refreshing boost!",5.00 stars,7 reviews
Bio-Peel Gauze Peeling Lemon (30ea),S$36.50,S$29.70,NEOGEN,NaN,4.86 stars,28 reviews
Centella Blemish Ampule (20ml),S$25.10,NaN,COSRX,"Centella Asiatica is a powerhouse ingredient when it comes to skin irritations! This little bottle from CosRX is packed with the good stuff, calming redness, soothing irritations and reducing swelling caused by break outs. Its lightweight formula absorbs easily into the skin while a mixture of glycerin and hyaluronic acid ensure that the skin stays hydrated and supple throughout the day. Pair with the Centella Blemish Cream for an effective skin healing experience.",4.36 stars,64 reviews
Hell-Pore Clean Up Mask (100ml),S$17.90,NaN,ELIZAVECCA,"Dubbed as ""The Most Painful Mask Ever"", Elizavecca's Hell Pore Clean Up Mask has certainly earned a name for itself! Don't let that scare you though, this mask banishes blackheads, dead skin cells and even unwanted baby hair for a complexion that's clean, fresh and irresistibly smooth. Infused with charcoal, Chinese pea shrub and camellia flower extracts, this peel off mask helps to remove sebum, minimize pores as well as improve skin texture. See if you can peel it all off in one shot! Ready for the challenge?",4.24 stars,135 reviews
