name,price,disc_price,brand,product_details,ratings
Power 10 Formula GF Effector Super Size (60ml),RM61,NaN,IT'S SKIN,"Your favorite serum is back in an even bigger size! Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that enrich and targets according to your skin's needs. This GF Effector is enriched with a biopolymer solution that hydrates and nourishes the skin from within. Infused with licorice extracts, this concentrate brightens while evening out redness caused by sun damage or irritations. Great for those with dry skins, this product gives rich moisturization and soothes irritations caused by dryness.",4.71 stars
Goblin Blackhead Peel Off Nose Pack (50ml),RM16,NaN,A'PIEU,"Let the goblins work their magic on your blackheads with this peel-off mask! Formulated with charcoal powder and blackjack plant extract, this mask glides easily onto the skin and absorbs impurities within the pores, dissolving them to remove blackheads for a clean, fresh feel. Peel away when dry to pull any nasties out, and you'll be left with skin that's fresh, smooth and happy!",4.00 stars
Green Tea Balancing Lotion EX 7Days (10ml),RM6,NaN,INNISFREE,NaN,4.86 stars
Power 10 Formula Propolis (30ml),RM43,NaN,IT'S SKIN,"Just like an espresso shot in the morning, It's Skin's Power 10 Formulas gives your skin a little boost according to your skin's needs. The Propolis is a concentrate formulated with a range of natural ingredients including halla cham-honey, black rose, freesia, white daisy and bee propolis extracts to make a complex that has anti-aging properties while it moisturizes and brightens dull, dry skin. This serum also strengthens and protects skin from damage caused by stress or harmful externalities.",4.69 stars
Seoyang Tangguk DIET Black Coffee (10sticks),RM58,RM49,0SAENG-BOGAM,"What if we told you that just a cup or two of coffee everyday could help keep you slim and feeling great? These black coffee formulas are made with green coffee bean extract and L-Carnitine to help reduce body fat. The beans come in a premium dark roast and contain no sugar for a robust, delicious taste. Try these out for yourself today!",3.92 stars
Clear C Advanced Effector_Ex (150ml),RM199,RM161,LANEIGE,"Perk up dull complexions with a boost of vitamin C! Laneige's Clear C Advanced Effector_Ex is packed with extracts from acerola cherry and acai berries, superfoods that are rich in antioxidants and vitamin C for a bright, healthy complexion. It also contains Melacrusher technology that, when combined with the berries, works 3.5x more effectively than other brightening ingredients. The thing we love most about this product is how great it feels on the skin: it has a watery texture that quickly absorbs in without leaving any stickiness behind.",4.86 stars
Green Tea Balancing Cream 7Days (5ml),RM7,NaN,INNISFREE,NaN,4.36 stars
Galactomyces Pure Vitamin C Glow Toner (200ml),RM82,NaN,SOME BY MI,"Two is better than one with Some By Mi's Galactomyces Pure Vitamin C Glow Toner! This nourishing toner contains galactomyces ferment to firm up and reduce fine lines, as well as vitamin C to brighten dullness and dark spots. It also has a moisturizing mix of plant based ingredients that adds a radiant glow to the complexion, leaving it bright and bouncy to the touch!",4.59 stars
Be Moist Moisturizing Eye Stick (9g),RM21,NaN,PRRETI:,NaN,4.32 stars
White Dew Milky Cleanser (150ml),RM90,NaN,LANEIGE,"Looking for bright, glowy skin? Laneige's White Dew range contains Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. The milky cleanser is a creamy formula that lathers up well, ridding the skin of dirt, impurities and leftover makeup residue, leaving it feeling supple, looking bright and feeling great. With continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.50 stars
Dr. Pore Tightening Glacial Clay Facial Mask (100ml)(Renewal),RM54,NaN,SKIN&LAB,"Green isn't usually the color you want for your skin, but for Skin & Lab's Glacial Clay Facial Mask, we'll make an exception! Made to declog tired, congested skin, this creamy clay mask contains Canadian glacial clay to control sebum while drawing out impurities from deep within for a fresh, clear complexion. Oatmeal and tea tree extracts help condition and soothe the skin, effectively ridding the skin of redness and troubles. The result? Healthy, clear skin that's soft and smooth to the touch!",4.77 stars
Power 10 Formula GF Effector (30ml),RM38,NaN,IT'S SKIN,"Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that enrich and targets according to your skin's needs. This GF Effector is enriched with a biopolymer solution that hydrates and nourishes the skin from within. Infused with licorice extracts, this concentrate brightens while evening out redness caused by sun damage or irritations. Great for those with dry skins, this product gives rich moisturization and soothes irritations caused by dryness.",4.67 stars
Green Tea Morning Cleanser (150ml),RM42,RM36,INNISFREE,NaN,5.00 stars
Centella Blemish Cream (30ml),RM68,NaN,COSRX,"Soothe redness and irritations with some TLC in the form of CosRX's Centella Blemish Cream. This nutrient-packed cream contains ingredients expertly selected to ensure that your skin gets the hydration it needs while treating sensitivities and acne without causing any irritations. Best of all, it absorbs easily into the skin without leaving any heavy, sticky feel behind, making it especially great for those of us with sensitive or troubled complexions.",4.51 stars
Green Barley Bubble Cleanser (150ml),RM45,NaN,INNISFREE,"If you have sensitive skin, you will understand the importance of choosing skincare products that suit your needs without stripping your face off its natural moisture. The Green Barley Bubble Cleanser is a gentle cleanser formulated from natural green barley components with 3 types of natural AHAs to effectively remove skin flakes, likely brought on by a sensitive skin reaction. When lathered, the cleanser creates rich and smooth bubbles to clean sensitive skin without irritating it. Its key ingredient - green barley extract - is rich in protein and fiber to deliver moisture to the skin while it cleanses, so that your face stays supple and hydrated.",4.33 stars
Fermented Rice Brightening Cream (60ml),RM55,RM46,MEALADE,NaN,5.00 stars
Truecica Mineral 100 Calming Suncream (50ml),RM62,NaN,SOME BY MI,NaN,4.88 stars
No-Sebum Lotion (100ml),RM48,NaN,INNISFREE,NaN,4.72 stars
Perfect Lip & Eye Makeup Remover (155ml),RM20,RM17,MISSHA,NaN,4.85 stars
Green Tea Cleansing Water (300ml),RM60,NaN,INNISFREE,NaN,4.68 stars
Starting Treatment Eye Cream Rose Edition (30g),RM46,NaN,SECRET KEY,NaN,4.80 stars
AHA BHA PHA 30 Days Miracle Cleansing Bar (95g),RM56,NaN,SOME BY MI,"Cleansing is the first and most fundamental step to your skincare routine. Afterall, it won't be able to absorb any goodness if it's not clean! This gentle soap is natural and does not contain any artificial color, surfactants or other harmful ingredients. Instead, it's made with 20 gentle yet effective ingredients including AHA, BHA and PHA to whisk away impurities and dead skin cells. You'll be left with clean skin that feels healthy and bright!",4.62 stars
Bija Cica Balm (40ml),RM80,NaN,INNISFREE,"Ow! Painful spots? The Bija Cica Balm may just be what you're looking for. Made with a non-comedogenic formula infused with madecassoside, madecassic acid, asiaticoside, and asiatic acid of Centella Asiatica, this is perfect for those with stubborn acne spots and oily complexions. It also contains Jeju Bija oil and D-panthenol that strengthens the skin barrier, effectively calming the skin for a healthier complexion. Best of all, it's made with natural ingredients and is free of parabens, animal based ingredients, mineral oil, imidazolidinyl urea, artificial colours or fragrances, making it suitable even for those with sensitive skins!",4.69 stars
Starting Treatment Essence (155ml),RM93,NaN,SECRET KEY,NaN,4.78 stars
Pore Clean Toner (250ml),RM58,NaN,MAMONDE,"Banish oil-slicked skin and enlarged pores with Mamonde's Pore Clean Toner! This bottle is packed with houttuynia cordata and west coast mud extracts that detoxifies the skin of dirt, sebum and impurities, effective removing whiteheads and blackheads while minimizing enlarged pores. It also helps to control excess sebum production, giving the skin a fresh matte finish.",4.86 stars
Honey Snail Ultra Moisture Cream (100g),RM47,NaN,NELLA,"Moisture is super important for the skin, so give it a hydrating boost with Nella's Honey Snail Ultra Moisture Cream! With a bouncy, stringy consistency, this nourishing cream contains snail mucin and honey extracts to nourish and repair the skin, while other amazing ingredients like hyaluronic acid, shea butter and adenosine gives the skin a radiant glow. Use as a moisturizer in your skincare regime, or apply on thick before bedtime as a sleeping pack to up your beauty game.",4.64 stars
Aloe Revital Skin Mist (120ml),RM42,NaN,INNISFREE,"Running late with no time to touch up your makeup? Now you can instantly freshen up your face with the Aloe Revital Skin Mist, a cool facial spray that doesn't contain any synthetic coloring, mineral oil, artificial flavor, animal product or imidazolidinyl urea, all of which are ingredients that may irritate your skin. The skin mist is formulated with 94% organic aloe vera sourced from Jeju Island to refresh, revitalize and soothe your skin with nutrients, forming a protective barrier against harmful external environments.",4.56 stars
All Around Safe Block Essence Sun SPF45/PA+++ (50ml),RM34,RM28,MISSHA,Moisturizing Daily Sunscreen - Water & Sweat Resistant,4.27 stars
Jeju Orchid Sleeping Mask (80ml),RM61,NaN,INNISFREE,NaN,5.00 stars
Power 10 Formula VC Effector Super Size (60ml),RM61,NaN,IT'S SKIN,NaN,4.84 stars
Rice Water Bright Lip & Eye Makeup Remover (120ml),RM31,NaN,THE FACE SHOP,"Don't just eat it, rice is great for your face too! The Face Shop't Rice Water Bright Lip & Eye Remover is a mild two-part cleanser that effectively removes makeup from your face after a long day without irritating it (goodbye waterproof mascara!). Containing rice water which is rich in vitamin B and minerals, this product has skin-soothing, brightening and hydrating properties for a radiant, supple complexion. Your skin will feel refreshed and clean in no time!",4.52 stars
Perfect Renew Eye Cream (20ml),RM174,NaN,LANEIGE,"Address puffiness, droopiness and darkness head-on with Laneige's Perfect Renew Firming Eye Cream. This lush cream penetrates deep into the layers of the skin, restoring suppleness and moisture to the delicate eye area. It also helps to brighten dark circles, plump up fine lines and strengthen the skin. The result? Bright, perky eyes with a youthful spark!",4.68 stars
ALTHEA Travel Kit (20% OFF),RM58,RM30,ALTHEA,NaN,4.73 stars
Midnight Blue Calming Sheet Mask (25ml),RM14,NaN,"DEAR, KLAIRS",NaN,4.97 stars
Apricot Peeling Gel (120ml),RM33,NaN,BEAUTY OF JOSEON,NaN,5.00 stars
Bija Cica Gel EX (40ml),RM80,NaN,INNISFREE,NaN,4.64 stars
Power 10 Formula VE Effector (30ml),RM38,NaN,IT'S SKIN,"Just like drops for your eyes, It's Skin's Power 10 Formulas are little drops that enrich and targets according to your skin's needs. This VE Effector is enriched with vitamin E penetrates to nourish and hydrate the skin. Formulated with rose water, vanilla and boswellia extracts to soothe and brighten your complexion, as well as balance out its oil and moisture levels, keeping it supple and radiant throughout the day. This product's fast absorbing too and doesn't leave behind any sticky residue on the skin, making this super comfortable to wear.",4.50 stars
